id,created_at,participant_id,pair_id,game,bandwidth_mbit,pair_index,video_a_kind,video_b_kind,video_a_file,video_b_file,score_a,score_b,which_real,is_correct,pairs_version,pairs_hash,user_agent
148,2026-06-26 16:03:58.23+00,5eiIR9rls0,10Mbit_Fortnite,Fortnite,10,9,synth,real,videos/10Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,videos/10Mbit_Loss0_Fortnite.mp4,3,3,Video A,false,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36"
149,2026-06-26 16:04:13.968+00,5eiIR9rls0,6Mbit_Fortnite,Fortnite,6,10,synth,real,videos/6Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,videos/6Mbit_Loss0_Fortnite.mp4,3,3,Video B,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36"
150,2026-06-26 16:04:33.086+00,5eiIR9rls0,10Mbit_Kombat,Kombat,10,11,synth,real,videos/10Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,videos/10Mbit_Loss0_Kombat.mp4,4,4,Video B,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36"
151,2026-06-26 16:04:54.007+00,5eiIR9rls0,2Mbit_Kombat,Kombat,2,12,synth,real,videos/2Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,videos/2Mbit_Loss0_Kombat.mp4,2,2,Video B,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36"
152,2026-06-26 16:05:13.696+00,5eiIR9rls0,8Mbit_Fortnite,Fortnite,8,13,real,synth,videos/8Mbit_Loss0_Fortnite.mp4,videos/8Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,4,4,Video A,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36"
153,2026-06-26 16:05:30.419+00,5eiIR9rls0,2Mbit_Forza,Forza,2,14,real,synth,videos/2Mbit_Loss0_Forza.mp4,videos/2Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,2,2,Both,false,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36"
154,2026-06-26 17:07:06.293+00,m0dTWjZ8R4,4Mbit_Forza,Forza,4,0,synth,real,videos/4Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,videos/4Mbit_Loss0_Forza.mp4,5,5,Video A,false,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36"
155,2026-06-26 17:08:37.939+00,m0dTWjZ8R4,8Mbit_Kombat,Kombat,8,1,real,synth,videos/8Mbit_Loss0_Kombat.mp4,videos/8Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,5,5,Video A,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36"
156,2026-06-26 17:09:20.192+00,m0dTWjZ8R4,4Mbit_Kombat,Kombat,4,2,real,synth,videos/4Mbit_Loss0_Kombat.mp4,videos/4Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,5,5,Video A,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36"
157,2026-06-26 17:10:05.895+00,m0dTWjZ8R4,10Mbit_Fortnite,Fortnite,10,3,real,synth,videos/10Mbit_Loss0_Fortnite.mp4,videos/10Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,5,5,Video A,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36"
158,2026-06-26 17:11:00.74+00,m0dTWjZ8R4,10Mbit_Forza,Forza,10,4,real,synth,videos/10Mbit_Loss0_Forza.mp4,videos/10Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,5,5,Both,false,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36"
159,2026-06-26 17:11:35.005+00,m0dTWjZ8R4,2Mbit_Fortnite,Fortnite,2,5,synth,real,videos/2Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,videos/2Mbit_Loss0_Fortnite.mp4,3,3,Both,false,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36"
160,2026-06-26 17:12:23.38+00,m0dTWjZ8R4,8Mbit_Fortnite,Fortnite,8,6,real,synth,videos/8Mbit_Loss0_Fortnite.mp4,videos/8Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,5,5,Video A,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36"
161,2026-06-26 17:13:00.515+00,m0dTWjZ8R4,4Mbit_Fortnite,Fortnite,4,7,synth,real,videos/4Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,videos/4Mbit_Loss0_Fortnite.mp4,4,4,Video B,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36"
162,2026-06-26 17:13:42.804+00,m0dTWjZ8R4,10Mbit_Kombat,Kombat,10,8,synth,real,videos/10Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,videos/10Mbit_Loss0_Kombat.mp4,5,5,Video B,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36"
163,2026-06-26 17:14:18.554+00,m0dTWjZ8R4,6Mbit_Kombat,Kombat,6,9,real,synth,videos/6Mbit_Loss0_Kombat.mp4,videos/6Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,5,5,Video A,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36"
164,2026-06-26 17:15:16.208+00,m0dTWjZ8R4,2Mbit_Kombat,Kombat,2,10,synth,real,videos/2Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,videos/2Mbit_Loss0_Kombat.mp4,2,2,Video B,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36"
165,2026-06-26 17:15:44.707+00,m0dTWjZ8R4,2Mbit_Forza,Forza,2,11,synth,real,videos/2Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,videos/2Mbit_Loss0_Forza.mp4,3,3,Both,false,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36"
166,2026-06-26 17:17:31.268+00,m0dTWjZ8R4,8Mbit_Forza,Forza,8,12,real,synth,videos/8Mbit_Loss0_Forza.mp4,videos/8Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,4,4,Both,false,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36"
167,2026-06-26 17:17:59.567+00,m0dTWjZ8R4,6Mbit_Fortnite,Fortnite,6,13,synth,real,videos/6Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,videos/6Mbit_Loss0_Fortnite.mp4,4,4,Video B,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36"
168,2026-06-26 17:19:04.826+00,m0dTWjZ8R4,6Mbit_Forza,Forza,6,14,real,synth,videos/6Mbit_Loss0_Forza.mp4,videos/6Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,4,4,Both,false,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/30.0 Chrome/143.0.0.0 Mobile Safari/537.36"
169,2026-06-30 19:30:56.132+00,VPCu61Dkpp,8Mbit_Kombat,Kombat,8,0,real,synth,videos/8Mbit_Loss0_Kombat.mp4,videos/8Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,3,4,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
170,2026-06-30 19:31:51.284+00,VPCu61Dkpp,6Mbit_Forza,Forza,6,1,synth,real,videos/6Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,videos/6Mbit_Loss0_Forza.mp4,3,3,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
171,2026-06-30 19:32:46.028+00,VPCu61Dkpp,4Mbit_Fortnite,Fortnite,4,2,synth,real,videos/4Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,videos/4Mbit_Loss0_Fortnite.mp4,3,3,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
172,2026-06-30 19:33:13.378+00,VPCu61Dkpp,2Mbit_Forza,Forza,2,3,real,synth,videos/2Mbit_Loss0_Forza.mp4,videos/2Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,3,3,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
173,2026-06-30 19:34:15.1+00,VPCu61Dkpp,8Mbit_Forza,Forza,8,4,synth,real,videos/8Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,videos/8Mbit_Loss0_Forza.mp4,4,4,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
174,2026-06-30 19:35:35.403+00,VPCu61Dkpp,10Mbit_Kombat,Kombat,10,5,real,synth,videos/10Mbit_Loss0_Kombat.mp4,videos/10Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,5,5,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
175,2026-06-30 19:35:54.155+00,VPCu61Dkpp,10Mbit_Fortnite,Fortnite,10,6,real,synth,videos/10Mbit_Loss0_Fortnite.mp4,videos/10Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,5,4,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
176,2026-06-30 19:36:40.202+00,VPCu61Dkpp,8Mbit_Fortnite,Fortnite,8,7,real,synth,videos/8Mbit_Loss0_Fortnite.mp4,videos/8Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,4,4,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
177,2026-06-30 19:37:25.629+00,VPCu61Dkpp,6Mbit_Fortnite,Fortnite,6,8,synth,real,videos/6Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,videos/6Mbit_Loss0_Fortnite.mp4,2,2,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
178,2026-06-30 19:38:21.129+00,VPCu61Dkpp,2Mbit_Kombat,Kombat,2,9,synth,real,videos/2Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,videos/2Mbit_Loss0_Kombat.mp4,1,1,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
179,2026-06-30 19:39:07.91+00,VPCu61Dkpp,10Mbit_Forza,Forza,10,10,real,synth,videos/10Mbit_Loss0_Forza.mp4,videos/10Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,4,3,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
180,2026-06-30 19:39:49.744+00,VPCu61Dkpp,4Mbit_Kombat,Kombat,4,11,synth,real,videos/4Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,videos/4Mbit_Loss0_Kombat.mp4,2,3,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
181,2026-06-30 19:40:29.936+00,VPCu61Dkpp,4Mbit_Forza,Forza,4,12,synth,real,videos/4Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,videos/4Mbit_Loss0_Forza.mp4,2,3,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
182,2026-06-30 19:42:12.512+00,VPCu61Dkpp,6Mbit_Kombat,Kombat,6,13,real,synth,videos/6Mbit_Loss0_Kombat.mp4,videos/6Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,1,3,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
183,2026-06-30 19:43:01.789+00,VPCu61Dkpp,2Mbit_Fortnite,Fortnite,2,14,real,synth,videos/2Mbit_Loss0_Fortnite.mp4,videos/2Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,2,2,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0
184,2026-07-01 17:50:32.124+00,ktddlHbipn,4Mbit_Forza,Forza,4,0,real,synth,videos/4Mbit_Loss0_Forza.mp4,videos/4Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,2,3,Video B,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0
185,2026-07-01 17:50:54.192+00,ktddlHbipn,8Mbit_Fortnite,Fortnite,8,1,synth,real,videos/8Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,videos/8Mbit_Loss0_Fortnite.mp4,3,4,Video B,true,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0
186,2026-07-01 17:51:31.716+00,ktddlHbipn,10Mbit_Forza,Forza,10,2,synth,real,videos/10Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,videos/10Mbit_Loss0_Forza.mp4,2,2,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0
187,2026-07-01 17:51:49.087+00,ktddlHbipn,6Mbit_Kombat,Kombat,6,3,synth,real,videos/6Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,videos/6Mbit_Loss0_Kombat.mp4,1,2,Video B,true,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0
188,2026-07-01 17:52:09.058+00,ktddlHbipn,6Mbit_Fortnite,Fortnite,6,4,real,synth,videos/6Mbit_Loss0_Fortnite.mp4,videos/6Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,2,3,Video B,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0
189,2026-07-01 17:52:24.627+00,ktddlHbipn,10Mbit_Fortnite,Fortnite,10,5,synth,real,videos/10Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,videos/10Mbit_Loss0_Fortnite.mp4,2,3,Video B,true,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0
190,2026-07-01 17:52:40.686+00,ktddlHbipn,4Mbit_Fortnite,Fortnite,4,6,synth,real,videos/4Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,videos/4Mbit_Loss0_Fortnite.mp4,3,3,Both,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0
191,2026-07-01 17:53:08.721+00,ktddlHbipn,2Mbit_Fortnite,Fortnite,2,7,real,synth,videos/2Mbit_Loss0_Fortnite.mp4,videos/2Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,4,4,Both,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0
192,2026-07-01 17:53:21.302+00,ktddlHbipn,6Mbit_Forza,Forza,6,8,real,synth,videos/6Mbit_Loss0_Forza.mp4,videos/6Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,3,4,Video B,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0
193,2026-07-01 17:53:32.832+00,ktddlHbipn,2Mbit_Forza,Forza,2,9,synth,real,videos/2Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,videos/2Mbit_Loss0_Forza.mp4,2,3,Video B,true,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0
194,2026-07-01 17:53:48.8+00,ktddlHbipn,2Mbit_Kombat,Kombat,2,10,real,synth,videos/2Mbit_Loss0_Kombat.mp4,videos/2Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,1,3,Video B,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0
195,2026-07-01 17:54:03.528+00,ktddlHbipn,8Mbit_Forza,Forza,8,11,synth,real,videos/8Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,videos/8Mbit_Loss0_Forza.mp4,2,3,Video B,true,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0
196,2026-07-01 17:54:15.959+00,ktddlHbipn,4Mbit_Kombat,Kombat,4,12,real,synth,videos/4Mbit_Loss0_Kombat.mp4,videos/4Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,1,1,None,false,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0
197,2026-07-01 17:54:30.002+00,ktddlHbipn,10Mbit_Kombat,Kombat,10,13,real,synth,videos/10Mbit_Loss0_Kombat.mp4,videos/10Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,3,2,Video A,true,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0
198,2026-07-01 17:54:46.635+00,ktddlHbipn,8Mbit_Kombat,Kombat,8,14,real,synth,videos/8Mbit_Loss0_Kombat.mp4,videos/8Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,2,2,Video A,true,1.0.1781903019,b615bb70072a145b,Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0
199,2026-07-14 22:23:38.591+00,Zoswu7XsrS,2Mbit_Kombat,Kombat,2,0,real,synth,videos/2Mbit_Loss0_Kombat.mp4,videos/2Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,4,4,Video A,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36"
200,2026-07-14 22:24:30.539+00,Zoswu7XsrS,8Mbit_Kombat,Kombat,8,1,synth,real,videos/8Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,videos/8Mbit_Loss0_Kombat.mp4,4,5,Video B,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36"
201,2026-07-14 22:25:31.54+00,Zoswu7XsrS,10Mbit_Kombat,Kombat,10,2,real,synth,videos/10Mbit_Loss0_Kombat.mp4,videos/10Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,4,4,Video B,false,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36"
202,2026-07-14 22:26:23.529+00,Zoswu7XsrS,4Mbit_Forza,Forza,4,3,synth,real,videos/4Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,videos/4Mbit_Loss0_Forza.mp4,5,5,Video B,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36"
203,2026-07-14 22:27:06.59+00,Zoswu7XsrS,8Mbit_Fortnite,Fortnite,8,4,synth,real,videos/8Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,videos/8Mbit_Loss0_Fortnite.mp4,4,5,Video B,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36"
204,2026-07-14 22:27:48.186+00,Zoswu7XsrS,2Mbit_Forza,Forza,2,5,real,synth,videos/2Mbit_Loss0_Forza.mp4,videos/2Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,4,4,Both,false,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36"
205,2026-07-14 22:28:17.16+00,Zoswu7XsrS,2Mbit_Fortnite,Fortnite,2,6,real,synth,videos/2Mbit_Loss0_Fortnite.mp4,videos/2Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,5,4,Video A,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36"
206,2026-07-14 22:28:31.922+00,Zoswu7XsrS,6Mbit_Fortnite,Fortnite,6,7,real,synth,videos/6Mbit_Loss0_Fortnite.mp4,videos/6Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,5,4,Video A,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36"
207,2026-07-14 22:29:05.43+00,Zoswu7XsrS,6Mbit_Kombat,Kombat,6,8,synth,real,videos/6Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,videos/6Mbit_Loss0_Kombat.mp4,4,5,Video B,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36"
208,2026-07-14 22:29:23.2+00,Zoswu7XsrS,10Mbit_Fortnite,Fortnite,10,9,real,synth,videos/10Mbit_Loss0_Fortnite.mp4,videos/10Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,5,4,Video A,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36"
209,2026-07-14 22:31:03.5+00,Zoswu7XsrS,4Mbit_Kombat,Kombat,4,10,real,synth,videos/4Mbit_Loss0_Kombat.mp4,videos/4Mbit_Loss0_interpolated_frames_rife_1280_720_Kombat.mp4,4,4,Video A,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36"
210,2026-07-14 22:32:47.171+00,Zoswu7XsrS,10Mbit_Forza,Forza,10,11,real,synth,videos/10Mbit_Loss0_Forza.mp4,videos/10Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,4,4,None,false,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36"
211,2026-07-14 22:33:40.722+00,Zoswu7XsrS,4Mbit_Fortnite,Fortnite,4,12,synth,real,videos/4Mbit_Loss0_interpolated_frames_rife_1280_720_Fortnite.mp4,videos/4Mbit_Loss0_Fortnite.mp4,4,5,Video B,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36"
212,2026-07-14 22:35:13.182+00,Zoswu7XsrS,8Mbit_Forza,Forza,8,13,synth,real,videos/8Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,videos/8Mbit_Loss0_Forza.mp4,4,5,Video B,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36"
213,2026-07-14 22:36:15.613+00,Zoswu7XsrS,6Mbit_Forza,Forza,6,14,real,synth,videos/6Mbit_Loss0_Forza.mp4,videos/6Mbit_Loss0_interpolated_frames_rife_1280_720_Forza.mp4,5,4,Video A,true,1.0.1781903019,b615bb70072a145b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36"
