ID,command,encrypted_cmd
3630,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4823c3d6e916965a6eaba2f42c551c0b5489efc83b451793ecbdbbd0103d2df19b347894d88972dbb02406c532
3634,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4823c3d6e916965a6eaba2f42c551c0b5489efc83b451793ecbdbbd0103d2df19b347894d88972dbb02406c532
3639,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4823c3d6e916965a6eaba2f42c551c0b5489efc83b451793ecbdbbd0103d2df19b347894d88972dbb02406c532
3643,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4823c3d6e916965a6eaba2f42c551c0b5489efc83b451793ecbdbbd0103d2df19b347894d88972dbb02406c532
3647,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4823c3d6e916965a6eaba2f42c551c0b5489efc83b451793ecbdbbd0103d2df19b347894d88972dbb02406c532
3651,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4823c3d6e916965a6eaba2f42c551c0b5489efc83b451793ecbdbbd0103d2df19b347894d88972dbb02406c532
3655,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8e748a44b6f5e8d1327289f0fe177ae1d1ecc38e5d8290a9500a7dcbf551a2b8545810feca39c57109278053d
3655,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8e748a44b6f5e8d1327289f0fe177ae1d1ecc38e5d8290a9500a7dcbf551a2b8545810feca39c57109278053d
3659,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},eccfa86b79135ef2886fdc24d1544e9f515c5f2e388c818d5fd93a6b5eafe0490968cbd0d81884ed6372a74b6a
3659,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},eccfa86b79135ef2886fdc24d1544e9f515c5f2e388c818d5fd93a6b5eafe0490968cbd0d81884ed6372a74b6a
3664,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8e748a44b6f5e8d1327289f0fe177ae1d1ecc38e5d8290a9500a7dcbf551a2b8545810feca39c57109278053d
3664,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8e748a44b6f5e8d1327289f0fe177ae1d1ecc38e5d8290a9500a7dcbf551a2b8545810feca39c57109278053d
3668,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8e748a44b6f5e8d1327289f0fe177ae1d1ecc38e5d8290a9500a7dcbf551a2b8545810feca39c57109278053d
3672,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},eccfa86b79135ef2886fdc24d1544e9f515c5f2e388c818d5fd93a6b5eafe0490968cbd0d81884ed6372a74b6a
3672,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},eccfa86b79135ef2886fdc24d1544e9f515c5f2e388c818d5fd93a6b5eafe0490968cbd0d81884ed6372a74b6a
3676,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},eccfa86b79135ef2886fdc24d1544e9f515c5f2e388c818d5fd93a6b5eafe0490968cbd0d81884ed6372a74b6a
3681,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},661487d04f8e6aa2ffd4bf4920bafb18e8d122ff57fe3bfe0a8d15eb59b5cc3737e408f00dcfe4f42d82105b44
3681,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},661487d04f8e6aa2ffd4bf4920bafb18e8d122ff57fe3bfe0a8d15eb59b5cc3737e408f00dcfe4f42d82105b44
3685,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},eccfa86b79135ef2886fdc24d1544e9f515c5f2e388c818d5fd93a6b5eafe0490968cbd0d81884ed6372a74b6a
3685,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},eccfa86b79135ef2886fdc24d1544e9f515c5f2e388c818d5fd93a6b5eafe0490968cbd0d81884ed6372a74b6a
3689,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},eccfa86b79135ef2886fdc24d1544e9f515c5f2e388c818d5fd93a6b5eafe0490968cbd0d81884ed6372a74b6a
3693,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},eccfa86b79135ef2886fdc24d1544e9f515c5f2e388c818d5fd93a6b5eafe0490968cbd0d81884ed6372a74b6a
3697,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},eccfa86b79135ef2886fdc24d1544e9f515c5f2e388c818d5fd93a6b5eafe0490968cbd0d81884ed6372a74b6a
3701,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},eccfa86b79135ef2886fdc24d1544e9f515c5f2e388c818d5fd93a6b5eafe0490968cbd0d81884ed6372a74b6a
3706,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d5c46451f0756eee342502c1234fd5a0eb8fc8057010dad14b0a356cf5f3f87c7c7515f45883b7f6ff8c1a9126
3706,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d5c46451f0756eee342502c1234fd5a0eb8fc8057010dad14b0a356cf5f3f87c7c7515f45883b7f6ff8c1a9126
3709,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5188e2a10c41c96ffd33ae5999c438a84d4ec7394d81aeb5d5e71247b9b78713cf7c3b3f9b0fcc93a2257c60e0
3709,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5188e2a10c41c96ffd33ae5999c438a84d4ec7394d81aeb5d5e71247b9b78713cf7c3b3f9b0fcc93a2257c60e0
3713,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5188e2a10c41c96ffd33ae5999c438a84d4ec7394d81aeb5d5e71247b9b78713cf7c3b3f9b0fcc93a2257c60e0
3718,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a5abf7d1190f9c6ce04c5982369d110c7085fa20e4b1f31f158784bca0a282c6b7c2f8232c40c8225a9fde3b14
3718,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a5abf7d1190f9c6ce04c5982369d110c7085fa20e4b1f31f158784bca0a282c6b7c2f8232c40c8225a9fde3b14
3722,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a5abf7d1190f9c6ce04c5982369d110c7085fa20e4b1f31f158784bca0a282c6b7c2f8232c40c8225a9fde3b14
3726,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a5abf7d1190f9c6ce04c5982369d110c7085fa20e4b1f31f158784bca0a282c6b7c2f8232c40c8225a9fde3b14
3730,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a5abf7d1190f9c6ce04c5982369d110c7085fa20e4b1f31f158784bca0a282c6b7c2f8232c40c8225a9fde3b14
3734,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5188e2a10c41c96ffd33ae5999c438a84d4ec7394d81aeb5d5e71247b9b78713cf7c3b3f9b0fcc93a2257c60e0
3734,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5188e2a10c41c96ffd33ae5999c438a84d4ec7394d81aeb5d5e71247b9b78713cf7c3b3f9b0fcc93a2257c60e0
3738,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4823c3d6e916965a6eaba2f42c551c0b5489efc83b451793ecbdbbd0103d2df19b347894d88972dbb02406c532
3738,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4823c3d6e916965a6eaba2f42c551c0b5489efc83b451793ecbdbbd0103d2df19b347894d88972dbb02406c532
3742,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.20819091796875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},30f5def8f826b5389a2c27b3991dfdcf7397a6acb1622771b3c5e922eb0d7609d3ae522d5ea3ca71549bbb850c
3742,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.20819091796875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},30f5def8f826b5389a2c27b3991dfdcf7397a6acb1622771b3c5e922eb0d7609d3ae522d5ea3ca71549bbb850c
3746,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -0.05572509765625, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bd7dec8a92344c3c96ff1375e042a2b7bb9e612426ccc758ae4265bd3554ab0b29785c55b2e3de1a5c68779430
3746,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -0.05572509765625, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bd7dec8a92344c3c96ff1375e042a2b7bb9e612426ccc758ae4265bd3554ab0b29785c55b2e3de1a5c68779430
3751,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -0.763458251953125, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cc17e2fc36ac9e3dbdb9fd5f62e9547c310cf6323889b238f24c0c7b97476cef3b66d91733378b10753e4bc73b
3751,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -0.763458251953125, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cc17e2fc36ac9e3dbdb9fd5f62e9547c310cf6323889b238f24c0c7b97476cef3b66d91733378b10753e4bc73b
3755,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8fbce466440544e938aedfe47a6f3cbf4696d2b8c697c32bc69a753e4d2cf99a7aa41bff7b60d3a510e7d8c565
3755,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8fbce466440544e938aedfe47a6f3cbf4696d2b8c697c32bc69a753e4d2cf99a7aa41bff7b60d3a510e7d8c565
3759,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},02b06abf4e2edba872f636b6be07998eae4318e77176d37d9fe3f918f2c0c28305b60ab35483fccf62b43b3f28
3759,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},02b06abf4e2edba872f636b6be07998eae4318e77176d37d9fe3f918f2c0c28305b60ab35483fccf62b43b3f28
3763,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4823c3d6e916965a6eaba2f42c551c0b5489efc83b451793ecbdbbd0103d2df19b347894d88972dbb02406c532
3763,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4823c3d6e916965a6eaba2f42c551c0b5489efc83b451793ecbdbbd0103d2df19b347894d88972dbb02406c532
3767,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4823c3d6e916965a6eaba2f42c551c0b5489efc83b451793ecbdbbd0103d2df19b347894d88972dbb02406c532
3772,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},02b06abf4e2edba872f636b6be07998eae4318e77176d37d9fe3f918f2c0c28305b60ab35483fccf62b43b3f28
3772,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},02b06abf4e2edba872f636b6be07998eae4318e77176d37d9fe3f918f2c0c28305b60ab35483fccf62b43b3f28
3776,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8ff3fe9314ac374cac3e16bc406d00d53adde7bbcf40b9b463979bd53c80db2fd35ff84ff49c2da76dac8adf74
3776,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8ff3fe9314ac374cac3e16bc406d00d53adde7bbcf40b9b463979bd53c80db2fd35ff84ff49c2da76dac8adf74
3780,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': 0.999969482421875, '6': 1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8ff3fe9314ac374cac3e16bc406d00d53adde7bbcf40b9b463979bd53c80db2fd35ff84ff49c2da76dac8adf74
3784,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},783a77ff667c23194111f05b4a1b916938978da85507ad1fe8ac2a7f1badf22820dd13294a2f6eb650635c91e5
3784,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},783a77ff667c23194111f05b4a1b916938978da85507ad1fe8ac2a7f1badf22820dd13294a2f6eb650635c91e5
3788,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},783a77ff667c23194111f05b4a1b916938978da85507ad1fe8ac2a7f1badf22820dd13294a2f6eb650635c91e5
3793,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a9680b79aaea78d0d96b5fa20572573791d6455423bf7b2609f8905863ff33495a53b8ebcc77f98f7465be52ea
3793,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a9680b79aaea78d0d96b5fa20572573791d6455423bf7b2609f8905863ff33495a53b8ebcc77f98f7465be52ea
3797,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.0389404296875, '4': 0.01861572265625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8fbce466440544e938aedfe47a6f3cbf4696d2b8c697c32bc69a753e4d2cf99a7aa41bff7b60d3a510e7d8c565
