ID,command,encrypted_cmd
193,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': 1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},399addc4214159b281337763bc7c40424356ef45fbc9b9ec2ac5d3c24a0b9549c7c24ecf1eab2aadb312225caf
198,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': 1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},399addc4214159b281337763bc7c40424356ef45fbc9b9ec2ac5d3c24a0b9549c7c24ecf1eab2aadb312225caf
202,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': 1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},399addc4214159b281337763bc7c40424356ef45fbc9b9ec2ac5d3c24a0b9549c7c24ecf1eab2aadb312225caf
205,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},12831f9baf9a77cb2287f53208a4101f34fe0bc616765dc663f68d24fe7d74ef5dec5484f71bd3afd40a8d6e8d
205,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},12831f9baf9a77cb2287f53208a4101f34fe0bc616765dc663f68d24fe7d74ef5dec5484f71bd3afd40a8d6e8d
209,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d218d3b2b9c52818d4c73b55b62189827c35ab98b1576fdbf2e0fcaa1dff648cec22cc845e4fa1ffaa78c3e451
209,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d218d3b2b9c52818d4c73b55b62189827c35ab98b1576fdbf2e0fcaa1dff648cec22cc845e4fa1ffaa78c3e451
213,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},12831f9baf9a77cb2287f53208a4101f34fe0bc616765dc663f68d24fe7d74ef5dec5484f71bd3afd40a8d6e8d
213,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},12831f9baf9a77cb2287f53208a4101f34fe0bc616765dc663f68d24fe7d74ef5dec5484f71bd3afd40a8d6e8d
217,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},12831f9baf9a77cb2287f53208a4101f34fe0bc616765dc663f68d24fe7d74ef5dec5484f71bd3afd40a8d6e8d
222,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6d97dd2f8d319ac85608cc80359f29431454134009038c6637eb7a4f52715c23ad2555dff8c03d58b298bbe23c
222,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6d97dd2f8d319ac85608cc80359f29431454134009038c6637eb7a4f52715c23ad2555dff8c03d58b298bbe23c
226,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6d97dd2f8d319ac85608cc80359f29431454134009038c6637eb7a4f52715c23ad2555dff8c03d58b298bbe23c
230,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},93d898cdc1f39b799e7daca29b42a481778734b09c3e3f65b866d523ec927f0bad0684e54fa67fecfecd8b43c0
230,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},93d898cdc1f39b799e7daca29b42a481778734b09c3e3f65b866d523ec927f0bad0684e54fa67fecfecd8b43c0
234,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},93d898cdc1f39b799e7daca29b42a481778734b09c3e3f65b866d523ec927f0bad0684e54fa67fecfecd8b43c0
238,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},93d898cdc1f39b799e7daca29b42a481778734b09c3e3f65b866d523ec927f0bad0684e54fa67fecfecd8b43c0
242,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},93d898cdc1f39b799e7daca29b42a481778734b09c3e3f65b866d523ec927f0bad0684e54fa67fecfecd8b43c0
246,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},93d898cdc1f39b799e7daca29b42a481778734b09c3e3f65b866d523ec927f0bad0684e54fa67fecfecd8b43c0
250,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},93d898cdc1f39b799e7daca29b42a481778734b09c3e3f65b866d523ec927f0bad0684e54fa67fecfecd8b43c0
254,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.01092529296875, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},93d898cdc1f39b799e7daca29b42a481778734b09c3e3f65b866d523ec927f0bad0684e54fa67fecfecd8b43c0
258,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08b8b6d4ba98410f660340733d629879ea8a68761d65b4eb7db05bdd2e283152f61ef3da0fbbd1059fcf280e9b
258,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08b8b6d4ba98410f660340733d629879ea8a68761d65b4eb7db05bdd2e283152f61ef3da0fbbd1059fcf280e9b
262,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08b8b6d4ba98410f660340733d629879ea8a68761d65b4eb7db05bdd2e283152f61ef3da0fbbd1059fcf280e9b
266,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},32b6c0edadc5eca6e176b695762ac3477651de722cbbcfe68849276baa8e8a88349584939349f688ca6d42ab7e
266,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},32b6c0edadc5eca6e176b695762ac3477651de722cbbcfe68849276baa8e8a88349584939349f688ca6d42ab7e
270,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},32b6c0edadc5eca6e176b695762ac3477651de722cbbcfe68849276baa8e8a88349584939349f688ca6d42ab7e
274,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},32b6c0edadc5eca6e176b695762ac3477651de722cbbcfe68849276baa8e8a88349584939349f688ca6d42ab7e
278,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},32b6c0edadc5eca6e176b695762ac3477651de722cbbcfe68849276baa8e8a88349584939349f688ca6d42ab7e
282,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b71dcdd603f7e05f46157a5476200d55df61f7e0bf1cf451786aad0326c4c82d8e742c6d4a4c8bd182791331b9
282,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b71dcdd603f7e05f46157a5476200d55df61f7e0bf1cf451786aad0326c4c82d8e742c6d4a4c8bd182791331b9
286,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b71dcdd603f7e05f46157a5476200d55df61f7e0bf1cf451786aad0326c4c82d8e742c6d4a4c8bd182791331b9
291,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b71dcdd603f7e05f46157a5476200d55df61f7e0bf1cf451786aad0326c4c82d8e742c6d4a4c8bd182791331b9
295,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b71dcdd603f7e05f46157a5476200d55df61f7e0bf1cf451786aad0326c4c82d8e742c6d4a4c8bd182791331b9
299,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08b8b6d4ba98410f660340733d629879ea8a68761d65b4eb7db05bdd2e283152f61ef3da0fbbd1059fcf280e9b
299,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08b8b6d4ba98410f660340733d629879ea8a68761d65b4eb7db05bdd2e283152f61ef3da0fbbd1059fcf280e9b
303,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08b8b6d4ba98410f660340733d629879ea8a68761d65b4eb7db05bdd2e283152f61ef3da0fbbd1059fcf280e9b
307,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},51090ebe6f162a88897908492f6e3b9a2924a6a5c38d9ffd63b5a443e7862600b25cd7fabd7db3e907b1bf08c1
307,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},51090ebe6f162a88897908492f6e3b9a2924a6a5c38d9ffd63b5a443e7862600b25cd7fabd7db3e907b1bf08c1
311,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08b8b6d4ba98410f660340733d629879ea8a68761d65b4eb7db05bdd2e283152f61ef3da0fbbd1059fcf280e9b
311,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08b8b6d4ba98410f660340733d629879ea8a68761d65b4eb7db05bdd2e283152f61ef3da0fbbd1059fcf280e9b
315,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08b8b6d4ba98410f660340733d629879ea8a68761d65b4eb7db05bdd2e283152f61ef3da0fbbd1059fcf280e9b
319,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08b8b6d4ba98410f660340733d629879ea8a68761d65b4eb7db05bdd2e283152f61ef3da0fbbd1059fcf280e9b
323,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08b8b6d4ba98410f660340733d629879ea8a68761d65b4eb7db05bdd2e283152f61ef3da0fbbd1059fcf280e9b
327,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08b8b6d4ba98410f660340733d629879ea8a68761d65b4eb7db05bdd2e283152f61ef3da0fbbd1059fcf280e9b
331,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a1b8075221b4344ac3107f3d996e65fc40ca8dcc318d61004e31d602de146f48d8c92bf2628c694adc06d5fb8e
331,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a1b8075221b4344ac3107f3d996e65fc40ca8dcc318d61004e31d602de146f48d8c92bf2628c694adc06d5fb8e
335,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a1b8075221b4344ac3107f3d996e65fc40ca8dcc318d61004e31d602de146f48d8c92bf2628c694adc06d5fb8e
340,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d334ac5a54c1cf28dbd081c28b942f41ce3828430e3d3a467d86dee0a7772099680cccf09d9b52af89baf54e8
340,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d334ac5a54c1cf28dbd081c28b942f41ce3828430e3d3a467d86dee0a7772099680cccf09d9b52af89baf54e8
343,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d334ac5a54c1cf28dbd081c28b942f41ce3828430e3d3a467d86dee0a7772099680cccf09d9b52af89baf54e8
347,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d334ac5a54c1cf28dbd081c28b942f41ce3828430e3d3a467d86dee0a7772099680cccf09d9b52af89baf54e8
352,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d334ac5a54c1cf28dbd081c28b942f41ce3828430e3d3a467d86dee0a7772099680cccf09d9b52af89baf54e8
356,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d334ac5a54c1cf28dbd081c28b942f41ce3828430e3d3a467d86dee0a7772099680cccf09d9b52af89baf54e8
359,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d334ac5a54c1cf28dbd081c28b942f41ce3828430e3d3a467d86dee0a7772099680cccf09d9b52af89baf54e8
363,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d334ac5a54c1cf28dbd081c28b942f41ce3828430e3d3a467d86dee0a7772099680cccf09d9b52af89baf54e8
367,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d334ac5a54c1cf28dbd081c28b942f41ce3828430e3d3a467d86dee0a7772099680cccf09d9b52af89baf54e8
371,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d334ac5a54c1cf28dbd081c28b942f41ce3828430e3d3a467d86dee0a7772099680cccf09d9b52af89baf54e8
376,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d334ac5a54c1cf28dbd081c28b942f41ce3828430e3d3a467d86dee0a7772099680cccf09d9b52af89baf54e8
379,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d334ac5a54c1cf28dbd081c28b942f41ce3828430e3d3a467d86dee0a7772099680cccf09d9b52af89baf54e8
384,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d334ac5a54c1cf28dbd081c28b942f41ce3828430e3d3a467d86dee0a7772099680cccf09d9b52af89baf54e8
388,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bb06a29a21ebd2fea7dc9007bcbc928dcc88c7326a30f8da538fff11074d49920c60361ce2ac2a509e97515110
388,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bb06a29a21ebd2fea7dc9007bcbc928dcc88c7326a30f8da538fff11074d49920c60361ce2ac2a509e97515110
