ID,command,encrypted_cmd
4605,{'axes': {'0': 0.21307373046875, '1': -0.041961669921875, '2': -1.0, '3': 0.064300537109375, '4': -0.011993408203125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7c4619a0c0f4da32f04847c3b5e077d406d309b6d9d3f14b30e782a8dd7f9c8b25d92ab58df8e4bb386b145f16
4609,{'axes': {'0': 0.7716064453125, '1': -0.148040771484375, '2': -1.0, '3': 0.064300537109375, '4': -0.011993408203125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3fdb6a7d4d05866236ff38b216b24bdcf40df5c03bef790d7462222ede52a3060b66040438da2911d9d427808c
4609,{'axes': {'0': 0.7716064453125, '1': -0.148040771484375, '2': -1.0, '3': 0.064300537109375, '4': -0.011993408203125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3fdb6a7d4d05866236ff38b216b24bdcf40df5c03bef790d7462222ede52a3060b66040438da2911d9d427808c
4613,{'axes': {'0': 0.999969482421875, '1': -0.34735107421875, '2': -1.0, '3': 0.064300537109375, '4': -0.011993408203125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c2d057c10ef13562332e77260bb9a43b5a25dd93c53b833d9d4160b84a0313dd8680c3589317dbc0e82358702c
4613,{'axes': {'0': 0.999969482421875, '1': -0.34735107421875, '2': -1.0, '3': 0.064300537109375, '4': -0.011993408203125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c2d057c10ef13562332e77260bb9a43b5a25dd93c53b833d9d4160b84a0313dd8680c3589317dbc0e82358702c
4617,{'axes': {'0': 0.99530029296875, '1': -0.3533935546875, '2': -1.0, '3': 0.064300537109375, '4': -0.011993408203125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},effbf188a376fa611b39c6742345c92d467a2fcd96e94b70864493dfa15d23728e239a9c1198ed20624fa7d0e3
4617,{'axes': {'0': 0.99530029296875, '1': -0.3533935546875, '2': -1.0, '3': 0.064300537109375, '4': -0.011993408203125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},effbf188a376fa611b39c6742345c92d467a2fcd96e94b70864493dfa15d23728e239a9c1198ed20624fa7d0e3
4621,{'axes': {'0': 0.169891357421875, '1': -0.21527099609375, '2': -1.0, '3': 0.064300537109375, '4': -0.011993408203125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ff386bf27041d177d4b6c835c47d6414b75d1a2207de90599398ee4e6932c1cc3cb77f6522e65d4d394f79b51c
4621,{'axes': {'0': 0.169891357421875, '1': -0.21527099609375, '2': -1.0, '3': 0.064300537109375, '4': -0.011993408203125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ff386bf27041d177d4b6c835c47d6414b75d1a2207de90599398ee4e6932c1cc3cb77f6522e65d4d394f79b51c
4625,{'axes': {'0': 0.11468505859375, '1': 0.0050048828125, '2': -1.0, '3': 0.064300537109375, '4': -0.011993408203125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},596529d88c8502da22bb15edee2e530444c6f5e4e7008595952e62712bef20dbbce3c6536dba22f2558bc6a618
4625,{'axes': {'0': 0.11468505859375, '1': 0.0050048828125, '2': -1.0, '3': 0.064300537109375, '4': -0.011993408203125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},596529d88c8502da22bb15edee2e530444c6f5e4e7008595952e62712bef20dbbce3c6536dba22f2558bc6a618
4629,{'axes': {'0': 0.52191162109375, '1': -0.1788330078125, '2': -1.0, '3': 0.064300537109375, '4': -0.011993408203125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7d2a02119362137be4b7b5fd4ab5c5e2b2193dc0f08f6b0e62b32a2c28efb3bd779259d699c905cf0fce281e8c
4629,{'axes': {'0': 0.52191162109375, '1': -0.1788330078125, '2': -1.0, '3': 0.064300537109375, '4': -0.011993408203125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7d2a02119362137be4b7b5fd4ab5c5e2b2193dc0f08f6b0e62b32a2c28efb3bd779259d699c905cf0fce281e8c
4633,{'axes': {'0': 0.33160400390625, '1': -0.097930908203125, '2': -1.0, '3': 0.064300537109375, '4': -0.011993408203125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},154701e45f310a9c28f61b2e1f35efe24a82bd585950c051378e818007312a01d45c71696bd8b1083369dd5619
4633,{'axes': {'0': 0.33160400390625, '1': -0.097930908203125, '2': -1.0, '3': 0.064300537109375, '4': -0.011993408203125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},154701e45f310a9c28f61b2e1f35efe24a82bd585950c051378e818007312a01d45c71696bd8b1083369dd5619
4638,{'axes': {'0': 0.09893798828125, '1': 0.002197265625, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a0f03b8ea30e3376dda39b6f64a9f14d7ba322c735bd139f8bad0a6d477ace6731155cb23ade8e51fe36a3618a
4638,{'axes': {'0': 0.09893798828125, '1': 0.002197265625, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a0f03b8ea30e3376dda39b6f64a9f14d7ba322c735bd139f8bad0a6d477ace6731155cb23ade8e51fe36a3618a
4642,{'axes': {'0': 0.095367431640625, '1': 0.005126953125, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ff81fe7f20afe44dc3ef0a692d4934e3a0826c425f506208c4dbfe0258493ef8dbfd949a44dc7b96fc461c0217
4642,{'axes': {'0': 0.095367431640625, '1': 0.005126953125, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ff81fe7f20afe44dc3ef0a692d4934e3a0826c425f506208c4dbfe0258493ef8dbfd949a44dc7b96fc461c0217
4646,{'axes': {'0': 0.66162109375, '1': -0.4027099609375, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7e3e5bfab4302c118b3e5a8e4d75a0b0577e23e4c91b16b655f9792c965e4b0586fc6563967ebc9ad6019e2988
4646,{'axes': {'0': 0.66162109375, '1': -0.4027099609375, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7e3e5bfab4302c118b3e5a8e4d75a0b0577e23e4c91b16b655f9792c965e4b0586fc6563967ebc9ad6019e2988
4651,{'axes': {'0': 0.1785888671875, '1': -0.150634765625, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},352a8969187b5d9ed9db451fb307d71c7eb7f37e216176eac619260fd1bf6c969e3e442f7316059d7ae3e2796f
4651,{'axes': {'0': 0.1785888671875, '1': -0.150634765625, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},352a8969187b5d9ed9db451fb307d71c7eb7f37e216176eac619260fd1bf6c969e3e442f7316059d7ae3e2796f
4655,{'axes': {'0': 0.107330322265625, '1': 0.000732421875, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6d54bd5f28dae0d94a0ec4c3bb4ce4c0172a5add04a68c05b1e173cae3ada12b67fb042433828b29ca14242835
4655,{'axes': {'0': 0.107330322265625, '1': 0.000732421875, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6d54bd5f28dae0d94a0ec4c3bb4ce4c0172a5add04a68c05b1e173cae3ada12b67fb042433828b29ca14242835
4659,{'axes': {'0': 0.107330322265625, '1': 0.000732421875, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6d54bd5f28dae0d94a0ec4c3bb4ce4c0172a5add04a68c05b1e173cae3ada12b67fb042433828b29ca14242835
4663,{'axes': {'0': 0.114593505859375, '1': 0.000732421875, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8e2f5672aba48482fd6928c9ec3f97ef28f9c67d4ba3798f5eae33a21f246694eb7adb0cfb10feb14b53dd81e2
4663,{'axes': {'0': 0.114593505859375, '1': 0.000732421875, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8e2f5672aba48482fd6928c9ec3f97ef28f9c67d4ba3798f5eae33a21f246694eb7adb0cfb10feb14b53dd81e2
4667,{'axes': {'0': 0.748260498046875, '1': -0.230743408203125, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2caf3f9cfb454a8c0bc0fb0ba8fbeb6c1d5318a7f7f4ada1f300a8fbbefae26f560ca9add375eb7fdaa7c72e04
4667,{'axes': {'0': 0.748260498046875, '1': -0.230743408203125, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2caf3f9cfb454a8c0bc0fb0ba8fbeb6c1d5318a7f7f4ada1f300a8fbbefae26f560ca9add375eb7fdaa7c72e04
4672,{'axes': {'0': 0.11505126953125, '1': -0.001434326171875, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},dfb8eeb841361ca1d0921c9d8fe55676c2c1ea25db8b92bd5c6b51fd01710711a6e746aff0b23872cbb7692356
4672,{'axes': {'0': 0.11505126953125, '1': -0.001434326171875, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},dfb8eeb841361ca1d0921c9d8fe55676c2c1ea25db8b92bd5c6b51fd01710711a6e746aff0b23872cbb7692356
4676,{'axes': {'0': 0.103363037109375, '1': 0.00897216796875, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},624c12c710936ce943b56cd5fa56f7d57df8ba59a49430980ab75a83e93fba8ac6d0d47222935f0363c6ee18d6
4676,{'axes': {'0': 0.103363037109375, '1': 0.00897216796875, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},624c12c710936ce943b56cd5fa56f7d57df8ba59a49430980ab75a83e93fba8ac6d0d47222935f0363c6ee18d6
4680,{'axes': {'0': 0.166351318359375, '1': -0.03558349609375, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bd2dbd607f557bc8b005adecc720881dd42295a02b21ba75bd34559357481453d2b76081c116982c28b5a77d2b
4680,{'axes': {'0': 0.166351318359375, '1': -0.03558349609375, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bd2dbd607f557bc8b005adecc720881dd42295a02b21ba75bd34559357481453d2b76081c116982c28b5a77d2b
4684,{'axes': {'0': 0.680908203125, '1': -0.278564453125, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f9a9c5a2d555cfbf3aa1e5cf7c868c35d8b8ce092ad398a3a80f454b2e3969b9b27e2b45507e484bc9be4f8c81
4684,{'axes': {'0': 0.680908203125, '1': -0.278564453125, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f9a9c5a2d555cfbf3aa1e5cf7c868c35d8b8ce092ad398a3a80f454b2e3969b9b27e2b45507e484bc9be4f8c81
4688,{'axes': {'0': 0.146331787109375, '1': -0.042633056640625, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},31177ac4a0856b9ab50ccd55246d66284420218c3c26cfe7d3375965d44e3b6b8aaa20cc4852cfa8ae8f78bd67
4688,{'axes': {'0': 0.146331787109375, '1': -0.042633056640625, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},31177ac4a0856b9ab50ccd55246d66284420218c3c26cfe7d3375965d44e3b6b8aaa20cc4852cfa8ae8f78bd67
4693,{'axes': {'0': 0.09124755859375, '1': 0.004302978515625, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c1c3d4ea3942d87373662b925c8e98e635204dfd198be1cb655f3a51f43e5643737fa31a4cbd0c266677bd1eb1
4693,{'axes': {'0': 0.09124755859375, '1': 0.004302978515625, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c1c3d4ea3942d87373662b925c8e98e635204dfd198be1cb655f3a51f43e5643737fa31a4cbd0c266677bd1eb1
4696,{'axes': {'0': 0.08843994140625, '1': 0.007080078125, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},86175ea9ef20dd5c3cb5ab3776eecdb0213c25663b14ff26a82c2a1f3b64342474d7aea293526df7376062cc9a
4696,{'axes': {'0': 0.08843994140625, '1': 0.007080078125, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},86175ea9ef20dd5c3cb5ab3776eecdb0213c25663b14ff26a82c2a1f3b64342474d7aea293526df7376062cc9a
4700,{'axes': {'0': 0.845184326171875, '1': -0.1339111328125, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},97b410c3a45fcc0b68301deda60306b574b8196c826c22efcd602190c3a5a1008dcfec99c31c83789260241d76
4700,{'axes': {'0': 0.845184326171875, '1': -0.1339111328125, '2': -1.0, '3': 0.064300537109375, '4': -0.0093994140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},97b410c3a45fcc0b68301deda60306b574b8196c826c22efcd602190c3a5a1008dcfec99c31c83789260241d76
4705,{'axes': {'0': 0.999969482421875, '1': -0.21954345703125, '2': -1.0, '3': 0.064300537109375, '4': -0.000762939453125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3e3d6c9c1e2aaeaecc79221e918cfaea545bbb1180c2458953037a3b8e56d03c458db5a32434aad88456c9898f
4705,{'axes': {'0': 0.999969482421875, '1': -0.21954345703125, '2': -1.0, '3': 0.064300537109375, '4': -0.000762939453125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3e3d6c9c1e2aaeaecc79221e918cfaea545bbb1180c2458953037a3b8e56d03c458db5a32434aad88456c9898f
4709,{'axes': {'0': 0.03131103515625, '1': 0.041717529296875, '2': -1.0, '3': 0.064300537109375, '4': -0.000762939453125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},810adabf36155510b7bb003441d7ccf0982008fc70aa9ad76c5fdc3af014398dfba6bfd4864af9258b103f0ad7
4709,{'axes': {'0': 0.03131103515625, '1': 0.041717529296875, '2': -1.0, '3': 0.064300537109375, '4': -0.000762939453125, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},810adabf36155510b7bb003441d7ccf0982008fc70aa9ad76c5fdc3af014398dfba6bfd4864af9258b103f0ad7
4713,{'axes': {'0': 0.016937255859375, '1': 0.044525146484375, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f84d969853ad74140af66d3de7be1fa45dfeb23f83a4e1d396f5b01c10cdb58cd11d72ff9c0ade04cef9734189
4713,{'axes': {'0': 0.016937255859375, '1': 0.044525146484375, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f84d969853ad74140af66d3de7be1fa45dfeb23f83a4e1d396f5b01c10cdb58cd11d72ff9c0ade04cef9734189
4717,{'axes': {'0': 0.016937255859375, '1': 0.044525146484375, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f84d969853ad74140af66d3de7be1fa45dfeb23f83a4e1d396f5b01c10cdb58cd11d72ff9c0ade04cef9734189
4721,{'axes': {'0': 0.016937255859375, '1': 0.041656494140625, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e5a9c2368bd066973c2532c7c70c1f88ee60846d5ae7d0e2820329c77e4b5814708cdd6c85c20d8ba8b74c2411
4721,{'axes': {'0': 0.016937255859375, '1': 0.041656494140625, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e5a9c2368bd066973c2532c7c70c1f88ee60846d5ae7d0e2820329c77e4b5814708cdd6c85c20d8ba8b74c2411
4725,{'axes': {'0': -1.0, '1': 0.46856689453125, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},aa32c3bd361802afd02bf0ff235963c90f72367ede60e2953f6b115c4acaa89f311d530874f7d8c367effe9f2a
4725,{'axes': {'0': -1.0, '1': 0.46856689453125, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},aa32c3bd361802afd02bf0ff235963c90f72367ede60e2953f6b115c4acaa89f311d530874f7d8c367effe9f2a
4729,{'axes': {'0': 0.047576904296875, '1': 0.092071533203125, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7323de57a1f6d2c1aa86aea76450996849330cb42118c4efb33dba137c70bc449fda1e4edd26a49d3799292bb7
4729,{'axes': {'0': 0.047576904296875, '1': 0.092071533203125, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7323de57a1f6d2c1aa86aea76450996849330cb42118c4efb33dba137c70bc449fda1e4edd26a49d3799292bb7
4734,{'axes': {'0': 0.050384521484375, '1': 0.04901123046875, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},96755365627a600097634efce1bd54babdf9c78526252de2e8ef5a6eea133c0dd4e704de362e5e85d610445fb4
4734,{'axes': {'0': 0.050384521484375, '1': 0.04901123046875, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},96755365627a600097634efce1bd54babdf9c78526252de2e8ef5a6eea133c0dd4e704de362e5e85d610445fb4
4738,{'axes': {'0': 0.050384521484375, '1': 0.04901123046875, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},96755365627a600097634efce1bd54babdf9c78526252de2e8ef5a6eea133c0dd4e704de362e5e85d610445fb4
