ID,command,encrypted_cmd
4741,{'axes': {'0': -0.975738525390625, '1': 0.403961181640625, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3249972f3a42516e3a7721ad51e04e1ec6ee718ad87e0a0d46b5c75bf9d2b71a155c8acba0526cd15b1e4aed9d
4741,{'axes': {'0': -0.975738525390625, '1': 0.403961181640625, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3249972f3a42516e3a7721ad51e04e1ec6ee718ad87e0a0d46b5c75bf9d2b71a155c8acba0526cd15b1e4aed9d
4746,{'axes': {'0': -1.0, '1': 0.522003173828125, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4a7a80919861f68d305e13f5403856bea5881c49b4902212111d9737512153db83a4f094af785fc8649e434615
4746,{'axes': {'0': -1.0, '1': 0.522003173828125, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4a7a80919861f68d305e13f5403856bea5881c49b4902212111d9737512153db83a4f094af785fc8649e434615
4750,{'axes': {'0': -1.0, '1': 0.528106689453125, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e6c5f366bceabe0448bda9b9be25963f24a31629e1856140b64b3bc6f51d73149a7fd4b3e6cabe6c1d4c752a3
4750,{'axes': {'0': -1.0, '1': 0.528106689453125, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e6c5f366bceabe0448bda9b9be25963f24a31629e1856140b64b3bc6f51d73149a7fd4b3e6cabe6c1d4c752a3
4754,{'axes': {'0': -0.023193359375, '1': 0.109771728515625, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},32913f7310a96c58bfdd69b147f501e558eff02dd75982ba573367175dd2726eb03ce6d43f582a87f4fb3ff744
4754,{'axes': {'0': -0.023193359375, '1': 0.109771728515625, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},32913f7310a96c58bfdd69b147f501e558eff02dd75982ba573367175dd2726eb03ce6d43f582a87f4fb3ff744
4759,{'axes': {'0': -1.0, '1': 0.440277099609375, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7872b754044b4c0e22bdab1fe8f6a2e428ab2af050902d2d01eb3f9db354baaa867e18d2cf49fad2592d63f45e
4759,{'axes': {'0': -1.0, '1': 0.440277099609375, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7872b754044b4c0e22bdab1fe8f6a2e428ab2af050902d2d01eb3f9db354baaa867e18d2cf49fad2592d63f45e
4762,{'axes': {'0': -0.24652099609375, '1': 0.283203125, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},940bbb9825e3752aa2d4324865eb9b2170bafa1abc79ab8f2dc0c11f1236309e5fe793669472e62b1a0603322c
4762,{'axes': {'0': -0.24652099609375, '1': 0.283203125, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},940bbb9825e3752aa2d4324865eb9b2170bafa1abc79ab8f2dc0c11f1236309e5fe793669472e62b1a0603322c
4767,{'axes': {'0': 0.0322265625, '1': 0.0421142578125, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6305a2be5370d6cc1550e927189c941df308a3fd832deac4cd52492938ae8467c288a4f9d79eed428858ca698d
4767,{'axes': {'0': 0.0322265625, '1': 0.0421142578125, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6305a2be5370d6cc1550e927189c941df308a3fd832deac4cd52492938ae8467c288a4f9d79eed428858ca698d
4771,{'axes': {'0': 0.0322265625, '1': 0.0421142578125, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6305a2be5370d6cc1550e927189c941df308a3fd832deac4cd52492938ae8467c288a4f9d79eed428858ca698d
4775,{'axes': {'0': 0.0286865234375, '1': 0.045745849609375, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},dcc2c2eb4d651b5388dc420057931ec9022fc008dedcedaeb51242f4b0806f61fccfcebdddf699b6676f38f768
4775,{'axes': {'0': 0.0286865234375, '1': 0.045745849609375, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},dcc2c2eb4d651b5388dc420057931ec9022fc008dedcedaeb51242f4b0806f61fccfcebdddf699b6676f38f768
4779,{'axes': {'0': -1.0, '1': 0.479644775390625, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d2928905a58cc54f464780e0aec68d86a7a6bbe7e9c4c77f64bbc675b153a3bae4e1ac193702ea379effa8b2cc
4779,{'axes': {'0': -1.0, '1': 0.479644775390625, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d2928905a58cc54f464780e0aec68d86a7a6bbe7e9c4c77f64bbc675b153a3bae4e1ac193702ea379effa8b2cc
4783,{'axes': {'0': -1.0, '1': 0.586883544921875, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c90535ff7962589bddf9e7be3215507bfdf7cbd3f1a29445ca0af1749d162198d2c943d48eb1f14253cbfb3fb1
4783,{'axes': {'0': -1.0, '1': 0.586883544921875, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c90535ff7962589bddf9e7be3215507bfdf7cbd3f1a29445ca0af1749d162198d2c943d48eb1f14253cbfb3fb1
4788,{'axes': {'0': -0.5296630859375, '1': 0.457244873046875, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},66833acbeba9a3c979cbba07be2cde233483c3c824ab05c9f0eeb7396718fc0d754d47ca75f8378178b2444df5
4788,{'axes': {'0': -0.5296630859375, '1': 0.457244873046875, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},66833acbeba9a3c979cbba07be2cde233483c3c824ab05c9f0eeb7396718fc0d754d47ca75f8378178b2444df5
4792,{'axes': {'0': 0.04852294921875, '1': 0.045745849609375, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8be965ccbbfe4a6902d59d7a164c3a4e9cc23c65a499bd5c327d4292d452a01a0aaeb036484ec539522058a356
4792,{'axes': {'0': 0.04852294921875, '1': 0.045745849609375, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8be965ccbbfe4a6902d59d7a164c3a4e9cc23c65a499bd5c327d4292d452a01a0aaeb036484ec539522058a356
4796,{'axes': {'0': 0.051666259765625, '1': 0.045745849609375, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},858b301f2e683aa420719d372507b1554e73082c150260c1191f8911248a20910187a39a555b05aee544e2a241
4796,{'axes': {'0': 0.051666259765625, '1': 0.045745849609375, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},858b301f2e683aa420719d372507b1554e73082c150260c1191f8911248a20910187a39a555b05aee544e2a241
4801,{'axes': {'0': 0.051666259765625, '1': 0.045745849609375, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},858b301f2e683aa420719d372507b1554e73082c150260c1191f8911248a20910187a39a555b05aee544e2a241
4805,{'axes': {'0': 0.624603271484375, '1': -0.055908203125, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},51a92df164e3f041a9d8acc1d4c27dffea3b8e94e812a41a9b5cd1039c62d43cee55c0a44f92efb5d4ce4ba721
4805,{'axes': {'0': 0.624603271484375, '1': -0.055908203125, '2': -1.0, '3': 0.064300537109375, '4': -0.00347900390625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},51a92df164e3f041a9d8acc1d4c27dffea3b8e94e812a41a9b5cd1039c62d43cee55c0a44f92efb5d4ce4ba721
4810,{'axes': {'0': 0.999969482421875, '1': -0.09442138671875, '2': -1.0, '3': 0.064300537109375, '4': -0.000701904296875, '5': -0.855316162109375, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},834b3d934300b8517f6e747f3df8618435f0dd821e80925c2671bfb3073834d10a4b8da532689ec2c97df33be9
4810,{'axes': {'0': 0.999969482421875, '1': -0.09442138671875, '2': -1.0, '3': 0.064300537109375, '4': -0.000701904296875, '5': -0.855316162109375, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},834b3d934300b8517f6e747f3df8618435f0dd821e80925c2671bfb3073834d10a4b8da532689ec2c97df33be9
4814,{'axes': {'0': 0.15472412109375, '1': 0.0150146484375, '2': -1.0, '3': 0.06719970703125, '4': 0.00555419921875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6a87210c574f86ce747e484c751479cb79b44e869e8cc20cc970b14a2b364251b7f7cd0c7492c9e5b05ed2f624
4814,{'axes': {'0': 0.15472412109375, '1': 0.0150146484375, '2': -1.0, '3': 0.06719970703125, '4': 0.00555419921875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6a87210c574f86ce747e484c751479cb79b44e869e8cc20cc970b14a2b364251b7f7cd0c7492c9e5b05ed2f624
4818,{'axes': {'0': 0.1148681640625, '1': 0.033905029296875, '2': -1.0, '3': 0.06719970703125, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},80458df66977d4cdedf7868da41c716cafc43c5cc3f8e8bc56a1ef27837f05b7df67c06da22f327220b87c3528
4818,{'axes': {'0': 0.1148681640625, '1': 0.033905029296875, '2': -1.0, '3': 0.06719970703125, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},80458df66977d4cdedf7868da41c716cafc43c5cc3f8e8bc56a1ef27837f05b7df67c06da22f327220b87c3528
4822,{'axes': {'0': 0.1148681640625, '1': 0.036712646484375, '2': 0.999969482421875, '3': 0.06988525390625, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8ffc46dc5856f11ce6491f9ab9649120168dae8488213f5fb52018f837e30d1006fab2181ef6f57cb2f8e6c227
4822,{'axes': {'0': 0.1148681640625, '1': 0.036712646484375, '2': 0.999969482421875, '3': 0.06988525390625, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8ffc46dc5856f11ce6491f9ab9649120168dae8488213f5fb52018f837e30d1006fab2181ef6f57cb2f8e6c227
4826,{'axes': {'0': 0.12945556640625, '1': 0.020355224609375, '2': 0.999969482421875, '3': 0.06988525390625, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},012265fcb8680f01baef25dd22ef0ece7092623c42cfbb1fecd2cc82358f5c39b40f81b74a81369d6bd6a97564
4826,{'axes': {'0': 0.12945556640625, '1': 0.020355224609375, '2': 0.999969482421875, '3': 0.06988525390625, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},012265fcb8680f01baef25dd22ef0ece7092623c42cfbb1fecd2cc82358f5c39b40f81b74a81369d6bd6a97564
4830,{'axes': {'0': -0.85296630859375, '1': 0.597564697265625, '2': 0.999969482421875, '3': 0.06988525390625, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},87e9746743fd7cd0065ce235ab93a9606666efbecf5d726378b79d34c83763b174577e9d6c5e287a9df0b67840
4830,{'axes': {'0': -0.85296630859375, '1': 0.597564697265625, '2': 0.999969482421875, '3': 0.06988525390625, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},87e9746743fd7cd0065ce235ab93a9606666efbecf5d726378b79d34c83763b174577e9d6c5e287a9df0b67840
4834,{'axes': {'0': -0.366973876953125, '1': 0.543609619140625, '2': 0.773193359375, '3': 0.06988525390625, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b68a5d3c8a4a16a95381e74efe6f01b0f06bbc1c0e6539bb11ee944ee3b82ae599be7c7e0b983c7941be2f7f04
4834,{'axes': {'0': -0.366973876953125, '1': 0.543609619140625, '2': 0.773193359375, '3': 0.06988525390625, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b68a5d3c8a4a16a95381e74efe6f01b0f06bbc1c0e6539bb11ee944ee3b82ae599be7c7e0b983c7941be2f7f04
4838,{'axes': {'0': 0.101104736328125, '1': 0.036163330078125, '2': -1.0, '3': 0.06988525390625, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cac72bc8876bcbbb322c14e7d435c0c562b1364ea98b9c277e79acace0a8654795584120659b2be477adb7264c
4838,{'axes': {'0': 0.101104736328125, '1': 0.036163330078125, '2': -1.0, '3': 0.06988525390625, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cac72bc8876bcbbb322c14e7d435c0c562b1364ea98b9c277e79acace0a8654795584120659b2be477adb7264c
4842,{'axes': {'0': 0.16571044921875, '1': 0.005279541015625, '2': -1.0, '3': 0.06988525390625, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},22305f594cf9e5e8e94e985d8cfc01376380cce4fa0b94312866884f44c4c3047058f465b46a05d0d55b295688
4842,{'axes': {'0': 0.16571044921875, '1': 0.005279541015625, '2': -1.0, '3': 0.06988525390625, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},22305f594cf9e5e8e94e985d8cfc01376380cce4fa0b94312866884f44c4c3047058f465b46a05d0d55b295688
4846,{'axes': {'0': 0.999969482421875, '1': -0.178619384765625, '2': -1.0, '3': 0.06988525390625, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f515a9a7f1318175f715c22ccbf3fd3d676ce2703872bd85641234f4976c456fdebf9f06c646baf26d8b2d5160
4846,{'axes': {'0': 0.999969482421875, '1': -0.178619384765625, '2': -1.0, '3': 0.06988525390625, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f515a9a7f1318175f715c22ccbf3fd3d676ce2703872bd85641234f4976c456fdebf9f06c646baf26d8b2d5160
4850,{'axes': {'0': 0.43414306640625, '1': -0.213958740234375, '2': -1.0, '3': 0.06988525390625, '4': 0.01702880859375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ddc85e49ee196a30c5732b0348db25eeb6bd534ab1cb00938fa0eaefd822117d4ed915e76b9882cbb18bd8c01e
4850,{'axes': {'0': 0.43414306640625, '1': -0.213958740234375, '2': -1.0, '3': 0.06988525390625, '4': 0.01702880859375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ddc85e49ee196a30c5732b0348db25eeb6bd534ab1cb00938fa0eaefd822117d4ed915e76b9882cbb18bd8c01e
4855,{'axes': {'0': 0.040130615234375, '1': 0.04107666015625, '2': -1.0, '3': 0.06988525390625, '4': 0.01702880859375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f81bb6a94118ac44e81e5bccc06fb0e56c6411481add037aabbf2befee1ee87627f52e15bd468c2c6b097435db
4855,{'axes': {'0': 0.040130615234375, '1': 0.04107666015625, '2': -1.0, '3': 0.06988525390625, '4': 0.01702880859375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f81bb6a94118ac44e81e5bccc06fb0e56c6411481add037aabbf2befee1ee87627f52e15bd468c2c6b097435db
4859,{'axes': {'0': -0.08734130859375, '1': 0.1671142578125, '2': -1.0, '3': 0.06988525390625, '4': 0.014404296875, '5': -0.902252197265625, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4d738d6d423d789832033bf6e5f941fd7a9c1a23bbccb9c9fc7dfe92f7fe3721368c24f2563f7bb2403af3b0a8
4859,{'axes': {'0': -0.08734130859375, '1': 0.1671142578125, '2': -1.0, '3': 0.06988525390625, '4': 0.014404296875, '5': -0.902252197265625, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4d738d6d423d789832033bf6e5f941fd7a9c1a23bbccb9c9fc7dfe92f7fe3721368c24f2563f7bb2403af3b0a8
4863,{'axes': {'0': -0.06695556640625, '1': 0.14764404296875, '2': -1.0, '3': 0.06988525390625, '4': -0.003387451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a55039ed440da14f4a312382a96e6ebd8e38b67fd34761b7b6894e3a0f6ced1202a8307a242198b6a538e0aaec
4863,{'axes': {'0': -0.06695556640625, '1': 0.14764404296875, '2': -1.0, '3': 0.06988525390625, '4': -0.003387451171875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a55039ed440da14f4a312382a96e6ebd8e38b67fd34761b7b6894e3a0f6ced1202a8307a242198b6a538e0aaec
4867,{'axes': {'0': 0.034637451171875, '1': 0.05035400390625, '2': -1.0, '3': 0.06988525390625, '4': -0.00677490234375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},94d97191cea4881ebde5a367f77bbea7762d62c69db524003ee192dfca1560c69cc6f9b9375c557947b1be63ad
4867,{'axes': {'0': 0.034637451171875, '1': 0.05035400390625, '2': -1.0, '3': 0.06988525390625, '4': -0.00677490234375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},94d97191cea4881ebde5a367f77bbea7762d62c69db524003ee192dfca1560c69cc6f9b9375c557947b1be63ad
4872,{'axes': {'0': 0.037506103515625, '1': 0.047515869140625, '2': -1.0, '3': 0.06988525390625, '4': -0.009429931640625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c17e033e9b4066422f3cd769e126044f041354690e59202d124b449c061e871554e919de4281342ce0483ddf19
4872,{'axes': {'0': 0.037506103515625, '1': 0.047515869140625, '2': -1.0, '3': 0.06988525390625, '4': -0.009429931640625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c17e033e9b4066422f3cd769e126044f041354690e59202d124b449c061e871554e919de4281342ce0483ddf19
4876,{'axes': {'0': 0.12060546875, '1': 0.02569580078125, '2': -1.0, '3': 0.06988525390625, '4': -0.009429931640625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e7c6d043cbd4e4ca576776b8b0c71c2540d9ed1c2eaf458342254fc94f9636819f6b5a5e83949cd6a59ce43f7e
